plannin_area,subzone,age_group,sex,count
jurong west,jurong west central,15-19,m,1990
jurong west,taman jurong,15-19,m,1310
jurong west,wenya,15-19,m,200
jurong west,yunnan,15-19,m,2890
kallang,bendemeer,15-19,m,790
kallang,boon keng,15-19,m,260
kallang,crawford,15-19,m,180
kallang,geylang bahru,15-19,m,370
kallang,kampong bugis,15-19,m,30
kallang,kampong java,15-19,m,280
kallang,lavender,15-19,m,250
kallang,tanjong rhu,15-19,m,260
mandai,mandai estate,15-19,m,80
marine parade,katong,15-19,m,260
marine parade,marine parade,15-19,m,720
marine parade,mountbatten,15-19,m,290
newton,cairnhill,15-19,m,70
newton,goodwood park,15-19,m,30
newton,monk's hill,15-19,m,30
newton,orange grove,15-19,m,20
novena,balestier,15-19,m,830
novena,dunearn,15-19,m,120
novena,malcolm,15-19,m,80
novena,moulmein,15-19,m,220
novena,mount pleasant,15-19,m,30
orchard,tanglin,15-19,m,10
outram,china square,15-19,m,30
outram,chinatown,15-19,m,190
outram,pearl's hill,15-19,m,170
pasir ris,flora drive,15-19,m,480
pasir ris,loyang east,15-19,m,80
pasir ris,pasir ris central,15-19,m,1090
pasir ris,pasir ris drive,15-19,m,2720
pasir ris,pasir ris park,15-19,m,120
pasir ris,pasir ris west,15-19,m,1850
punggol,matilda,15-19,m,500
punggol,northshore,15-19,m,10
punggol,punggol field,15-19,m,1210
punggol,punggol town centre,15-19,m,90
punggol,waterway east,15-19,m,520
queenstown,commonwealth,15-19,m,170
queenstown,dover,15-19,m,400
queenstown,ghim moh,15-19,m,300
queenstown,holland drive,15-19,m,270
queenstown,kent ridge,15-19,m,20
queenstown,margaret drive,15-19,m,220
queenstown,mei chin,15-19,m,500
queenstown,one north,15-19,m,10
queenstown,pasir panjang 1,15-19,m,100
queenstown,pasir panjang 2,15-19,m,110
queenstown,queensway,15-19,m,10
queenstown,singapore polytechnic,15-19,m,10
queenstown,tanglin halt,15-19,m,270
river valley,institution hill,15-19,m,60
river valley,leonie hill,15-19,m,50
river valley,one tree hill,15-19,m,50
river valley,oxley,15-19,m,20
rochor,bencoolen,15-19,m,30
rochor,farrer park,15-19,m,60
rochor,little india,15-19,m,110
rochor,mackenzie,15-19,m,10
rochor,mount emily,15-19,m,10
rochor,selegie,15-19,m,10
rochor,sungei road,15-19,m,60
rochor,victoria,15-19,m,40
seletar,seletar,15-19,m,10
sembawang,admiralty,15-19,m,410
sembawang,sembawang central,15-19,m,1040
sembawang,sembawang north,15-19,m,810
sembawang,sembawang springs,15-19,m,150
sembawang,sembawang straits,15-19,m,80
sengkang,anchorvale,15-19,m,880
sengkang,compassvale,15-19,m,300
sengkang,fernvale,15-19,m,680
sengkang,rivervale,15-19,m,2180
sengkang,sengkang town centre,15-19,m,2070
serangoon,lorong chuan,15-19,m,320
serangoon,seletar hills,15-19,m,530
serangoon,serangoon central,15-19,m,790
serangoon,serangoon garden,15-19,m,1190
serangoon,serangoon north,15-19,m,770
serangoon,upper paya lebar,15-19,m,490
singapore river,robertson quay,15-19,m,40
southern islands,sentosa,15-19,m,20
sungei kadut,turf club,15-19,m,20
tampines,simei,15-19,m,1500
tampines,tampines east,15-19,m,4990
tampines,tampines west,15-19,m,2820
tampines,xilin,15-19,m,90
tanglin,chatsworth,15-19,m,120
tanglin,nassim,15-19,m,180
tanglin,ridout,15-19,m,30
tanglin,tyersall,15-19,m,110
toa payoh,boon teck,15-19,m,420
toa payoh,braddell,15-19,m,290
toa payoh,joo seng,15-19,m,200
toa payoh,kim keat,15-19,m,220
toa payoh,lorong 8 toa payoh,15-19,m,230
toa payoh,pei chun,15-19,m,340
toa payoh,potong pasir,15-19,m,300
toa payoh,sennett,15-19,m,140
toa payoh,toa payoh central,15-19,m,790
toa payoh,toa payoh west,15-19,m,290
toa payoh,woodleigh,15-19,m,70
western water catchment,western water catchment,15-19,m,20
woodlands,midview,15-19,m,1790
woodlands,north coast,15-19,m,530
woodlands,woodgrove,15-19,m,1770
woodlands,woodlands east,15-19,m,4130
woodlands,woodlands south,15-19,m,1400
woodlands,woodlands west,15-19,m,1210
yishun,khatib,15-19,m,330
yishun,lower seletar,15-19,m,90
yishun,nee soon,15-19,m,20
yishun,northland,15-19,m,1010
yishun,springleaf,15-19,m,140
yishun,yishun central,15-19,m,50
yishun,yishun east,15-19,m,1610
yishun,yishun south,15-19,m,1220
yishun,yishun west,15-19,m,1800
ang mo kio,ang mo kio town centre,20-24,m,130
ang mo kio,cheng san,20-24,m,780
ang mo kio,chong boon,20-24,m,770
ang mo kio,kebun bahru,20-24,m,680
ang mo kio,sembawang hills,20-24,m,260
ang mo kio,shangri-la,20-24,m,570
ang mo kio,tagore,20-24,m,380
ang mo kio,townsville,20-24,m,610
ang mo kio,yio chu kang east,20-24,m,180
ang mo kio,yio chu kang west,20-24,m,770
bedok,bayshore,20-24,m,170
bedok,bedok north,20-24,m,2790
bedok,bedok reservoir,20-24,m,810
bedok,bedok south,20-24,m,1750
bedok,frankel,20-24,m,1050
bedok,kaki bukit,20-24,m,1690
bedok,kembangan,20-24,m,1370
bedok,siglap,20-24,m,220
bishan,bishan east,20-24,m,1070
bishan,marymount,20-24,m,1420
bishan,upper thomson,20-24,m,1100
bukit batok,bukit batok central,20-24,m,850
bukit batok,bukit batok east,20-24,m,510
bukit batok,bukit batok south,20-24,m,600
bukit batok,bukit batok west,20-24,m,510
bukit batok,gombak,20-24,m,330
bukit batok,guilin,20-24,m,450
bukit batok,hillview,20-24,m,740
bukit batok,hong kah north,20-24,m,1070
bukit merah,alexandra hill,20-24,m,490
bukit merah,alexandra north,20-24,m,20
bukit merah,bukit ho swee,20-24,m,380
bukit merah,bukit merah,20-24,m,30
bukit merah,depot road,20-24,m,130
bukit merah,everton park,20-24,m,220
bukit merah,henderson hill,20-24,m,380
bukit merah,kampong tiong bahru,20-24,m,270
bukit merah,maritime square,20-24,m,50
bukit merah,redhill,20-24,m,270
bukit merah,telok blangah drive,20-24,m,400
bukit merah,telok blangah rise,20-24,m,360
bukit merah,telok blangah way,20-24,m,240
bukit merah,tiong bahru,20-24,m,220
bukit merah,tiong bahru station,20-24,m,390
bukit panjang,bangkit,20-24,m,1020
bukit panjang,dairy farm,20-24,m,220
bukit panjang,fajar,20-24,m,1050
bukit panjang,jelebu,20-24,m,1470
bukit panjang,nature reserve,20-24,m,110
bukit panjang,saujana,20-24,m,910
bukit panjang,senja,20-24,m,570
bukit timah,anak bukit,20-24,m,890
bukit timah,coronation road,20-24,m,180
bukit timah,farrer court,20-24,m,120
bukit timah,hillcrest,20-24,m,210
bukit timah,holland road,20-24,m,230
bukit timah,leedon park,20-24,m,180
bukit timah,swiss club,20-24,m,160
bukit timah,ulu pandan,20-24,m,360
changi,changi point,20-24,m,20
changi,changi west,20-24,m,40
choa chu kang,choa chu kang central,20-24,m,1020
choa chu kang,choa chu kang north,20-24,m,1680
choa chu kang,keat hong,20-24,m,830
choa chu kang,peng siang,20-24,m,1450
choa chu kang,teck whye,20-24,m,1300
choa chu kang,yew tee,20-24,m,1540
clementi,clementi central,20-24,m,370
clementi,clementi north,20-24,m,680
clementi,clementi west,20-24,m,430
clementi,clementi woods,20-24,m,410
clementi,faber,20-24,m,160
clementi,sunset way,20-24,m,200
clementi,west coast,20-24,m,180
downtown core,bugis,20-24,m,50
geylang,aljunied,20-24,m,1230
geylang,geylang east,20-24,m,1070
geylang,kampong ubi,20-24,m,530
geylang,macpherson,20-24,m,1000
hougang,hougang central,20-24,m,230
hougang,hougang east,20-24,m,1000
hougang,hougang west,20-24,m,2160
hougang,kangkar,20-24,m,930
hougang,kovan,20-24,m,1000
hougang,lorong ah soo,20-24,m,1100
hougang,tai seng,20-24,m,500
hougang,trafalgar,20-24,m,1680
jurong east,lakeside,20-24,m,30
jurong east,teban gardens,20-24,m,610
jurong east,toh guan,20-24,m,660
jurong east,yuhua east,20-24,m,940
jurong east,yuhua west,20-24,m,750
jurong west,boon lay place,20-24,m,980
jurong west,hong kah,20-24,m,1920
jurong west,jurong west central,20-24,m,1980
jurong west,taman jurong,20-24,m,1270
jurong west,wenya,20-24,m,190
jurong west,yunnan,20-24,m,3410
kallang,bendemeer,20-24,m,880
kallang,boon keng,20-24,m,280
kallang,crawford,20-24,m,230
kallang,geylang bahru,20-24,m,350
kallang,kampong bugis,20-24,m,40
kallang,kampong java,20-24,m,300
kallang,lavender,20-24,m,260
kallang,tanjong rhu,20-24,m,220
mandai,mandai estate,20-24,m,60
marine parade,katong,20-24,m,290
marine parade,marine parade,20-24,m,700
marine parade,mountbatten,20-24,m,300
newton,cairnhill,20-24,m,50
newton,goodwood park,20-24,m,10
newton,monk's hill,20-24,m,30
newton,orange grove,20-24,m,20
novena,balestier,20-24,m,880
novena,dunearn,20-24,m,110
novena,malcolm,20-24,m,70
novena,moulmein,20-24,m,160
novena,mount pleasant,20-24,m,30
outram,china square,20-24,m,30
outram,chinatown,20-24,m,200
outram,pearl's hill,20-24,m,160
outram,people's park,20-24,m,10
pasir ris,flora drive,20-24,m,520
pasir ris,loyang east,20-24,m,110
pasir ris,pasir ris central,20-24,m,1200
pasir ris,pasir ris drive,20-24,m,3280
pasir ris,pasir ris park,20-24,m,90
pasir ris,pasir ris west,20-24,m,1710
punggol,matilda,20-24,m,430
punggol,northshore,20-24,m,10
punggol,punggol field,20-24,m,990
punggol,punggol town centre,20-24,m,70
punggol,waterway east,20-24,m,450
queenstown,commonwealth,20-24,m,190
queenstown,dover,20-24,m,390
queenstown,ghim moh,20-24,m,300
queenstown,holland drive,20-24,m,330
queenstown,kent ridge,20-24,m,30
queenstown,margaret drive,20-24,m,240
queenstown,mei chin,20-24,m,490
queenstown,national university of s'pore,20-24,m,10
queenstown,one north,20-24,m,10
queenstown,pasir panjang 1,20-24,m,130
queenstown,pasir panjang 2,20-24,m,130
queenstown,port,20-24,m,10
queenstown,queensway,20-24,m,10
queenstown,singapore polytechnic,20-24,m,10
queenstown,tanglin halt,20-24,m,280
river valley,institution hill,20-24,m,60
river valley,leonie hill,20-24,m,50
river valley,one tree hill,20-24,m,50
river valley,oxley,20-24,m,30
river valley,paterson,20-24,m,10
rochor,bencoolen,20-24,m,20
rochor,farrer park,20-24,m,60
rochor,little india,20-24,m,100
rochor,mount emily,20-24,m,10
rochor,selegie,20-24,m,10
rochor,sungei road,20-24,m,60
rochor,victoria,20-24,m,40
sembawang,admiralty,20-24,m,360
sembawang,sembawang central,20-24,m,970
sembawang,sembawang north,20-24,m,750
sembawang,sembawang springs,20-24,m,150
sembawang,sembawang straits,20-24,m,60
sengkang,anchorvale,20-24,m,800
sengkang,compassvale,20-24,m,270
sengkang,fernvale,20-24,m,620
sengkang,rivervale,20-24,m,2030
sengkang,sengkang town centre,20-24,m,1730
serangoon,lorong chuan,20-24,m,340
serangoon,seletar hills,20-24,m,580
serangoon,serangoon central,20-24,m,900
serangoon,serangoon garden,20-24,m,1390
serangoon,serangoon north,20-24,m,820
serangoon,upper paya lebar,20-24,m,630
singapore river,robertson quay,20-24,m,30
southern islands,sentosa,20-24,m,40
sungei kadut,turf club,20-24,m,20
tampines,simei,20-24,m,1680
tampines,tampines east,20-24,m,5940
tampines,tampines west,20-24,m,3270
tampines,xilin,20-24,m,90
tanglin,chatsworth,20-24,m,110
tanglin,nassim,20-24,m,190
tanglin,ridout,20-24,m,30
tanglin,tyersall,20-24,m,90
toa payoh,boon teck,20-24,m,480
toa payoh,braddell,20-24,m,360
toa payoh,joo seng,20-24,m,200
toa payoh,kim keat,20-24,m,320
toa payoh,lorong 8 toa payoh,20-24,m,270
toa payoh,pei chun,20-24,m,310
toa payoh,potong pasir,20-24,m,380
toa payoh,sennett,20-24,m,150
toa payoh,toa payoh central,20-24,m,780
toa payoh,toa payoh west,20-24,m,380
toa payoh,woodleigh,20-24,m,90
western water catchment,western water catchment,20-24,m,20
woodlands,midview,20-24,m,1690
woodlands,north coast,20-24,m,600
woodlands,woodgrove,20-24,m,1800
woodlands,woodlands east,20-24,m,3520
woodlands,woodlands south,20-24,m,1200
woodlands,woodlands west,20-24,m,1510
yishun,khatib,20-24,m,450
yishun,lower seletar,20-24,m,50
yishun,nee soon,20-24,m,20
yishun,northland,20-24,m,1210
yishun,springleaf,20-24,m,180
yishun,yishun central,20-24,m,80
yishun,yishun east,20-24,m,1810
yishun,yishun south,20-24,m,1570
yishun,yishun west,20-24,m,2010
ang mo kio,ang mo kio town centre,25-29,m,140
ang mo kio,cheng san,25-29,m,860
ang mo kio,chong boon,25-29,m,870
ang mo kio,kebun bahru,25-29,m,700
ang mo kio,sembawang hills,25-29,m,230
ang mo kio,shangri-la,25-29,m,570
ang mo kio,tagore,25-29,m,340
ang mo kio,townsville,25-29,m,700
ang mo kio,yio chu kang east,25-29,m,140
ang mo kio,yio chu kang west,25-29,m,820
bedok,bayshore,25-29,m,150
bedok,bedok north,25-29,m,2830
bedok,bedok reservoir,25-29,m,880
bedok,bedok south,25-29,m,1760
bedok,frankel,25-29,m,880
bedok,kaki bukit,25-29,m,1740
bedok,kembangan,25-29,m,1420
bedok,siglap,25-29,m,220
bishan,bishan east,25-29,m,1200
bishan,marymount,25-29,m,1040
bishan,upper thomson,25-29,m,980
bukit batok,bukit batok central,25-29,m,1040
bukit batok,bukit batok east,25-29,m,610
bukit batok,bukit batok south,25-29,m,540
bukit batok,bukit batok west,25-29,m,550
bukit batok,gombak,25-29,m,290
bukit batok,guilin,25-29,m,460
bukit batok,hillview,25-29,m,540
bukit batok,hong kah north,25-29,m,1190
bukit merah,alexandra hill,25-29,m,510
bukit merah,alexandra north,25-29,m,30
bukit merah,bukit ho swee,25-29,m,500
bukit merah,bukit merah,25-29,m,40
bukit merah,depot road,25-29,m,130
bukit merah,everton park,25-29,m,230
bukit merah,henderson hill,25-29,m,380
bukit merah,kampong tiong bahru,25-29,m,340
bukit merah,maritime square,25-29,m,30
bukit merah,redhill,25-29,m,350
bukit merah,telok blangah drive,25-29,m,470
bukit merah,telok blangah rise,25-29,m,440
bukit merah,telok blangah way,25-29,m,270
bukit merah,tiong bahru,25-29,m,360
bukit merah,tiong bahru station,25-29,m,460
bukit panjang,bangkit,25-29,m,1070
bukit panjang,dairy farm,25-29,m,180
bukit panjang,fajar,25-29,m,1030
bukit panjang,jelebu,25-29,m,1280
bukit panjang,nature reserve,25-29,m,110
bukit panjang,saujana,25-29,m,1050
bukit panjang,senja,25-29,m,660
bukit timah,anak bukit,25-29,m,750
bukit timah,coronation road,25-29,m,130
bukit timah,farrer court,25-29,m,110
bukit timah,hillcrest,25-29,m,170
bukit timah,holland road,25-29,m,200
bukit timah,leedon park,25-29,m,160
bukit timah,swiss club,25-29,m,140
bukit timah,ulu pandan,25-29,m,300
changi,changi point,25-29,m,20
changi,changi west,25-29,m,30
choa chu kang,choa chu kang central,25-29,m,740
choa chu kang,choa chu kang north,25-29,m,1090
choa chu kang,keat hong,25-29,m,540
choa chu kang,peng siang,25-29,m,1200
choa chu kang,teck whye,25-29,m,1080
choa chu kang,yew tee,25-29,m,1420
clementi,clementi central,25-29,m,350
clementi,clementi north,25-29,m,860
clementi,clementi west,25-29,m,520
clementi,clementi woods,25-29,m,530
clementi,faber,25-29,m,150
clementi,sunset way,25-29,m,230
clementi,west coast,25-29,m,150
downtown core,bugis,25-29,m,70
downtown core,cecil,25-29,m,10
downtown core,central subzone,25-29,m,10
downtown core,tanjong pagar,25-29,m,10
geylang,aljunied,25-29,m,1370
geylang,geylang east,25-29,m,1120
geylang,kampong ubi,25-29,m,620
geylang,macpherson,25-29,m,980
hougang,hougang central,25-29,m,210
hougang,hougang east,25-29,m,970
hougang,hougang west,25-29,m,2170
hougang,kangkar,25-29,m,930
hougang,kovan,25-29,m,960
hougang,lorong ah soo,25-29,m,1180
hougang,tai seng,25-29,m,500
hougang,trafalgar,25-29,m,1440
jurong east,lakeside,25-29,m,40
jurong east,teban gardens,25-29,m,650
jurong east,toh guan,25-29,m,730
jurong east,yuhua east,25-29,m,1020
jurong east,yuhua west,25-29,m,860
jurong west,boon lay place,25-29,m,1030
jurong west,hong kah,25-29,m,2170
jurong west,jurong west central,25-29,m,2520
jurong west,taman jurong,25-29,m,1280
jurong west,wenya,25-29,m,240
jurong west,yunnan,25-29,m,2600
kallang,bendemeer,25-29,m,1090
kallang,boon keng,25-29,m,350
kallang,crawford,25-29,m,250
kallang,geylang bahru,25-29,m,390
kallang,kampong bugis,25-29,m,40
kallang,kampong java,25-29,m,290
kallang,lavender,25-29,m,320
kallang,tanjong rhu,25-29,m,240
mandai,mandai estate,25-29,m,70
marine parade,katong,25-29,m,240
marine parade,marine parade,25-29,m,710
marine parade,mountbatten,25-29,m,280
newton,cairnhill,25-29,m,70
newton,goodwood park,25-29,m,10
newton,monk's hill,25-29,m,20
newton,orange grove,25-29,m,20
novena,balestier,25-29,m,890
novena,dunearn,25-29,m,90
novena,malcolm,25-29,m,50
novena,moulmein,25-29,m,180
novena,mount pleasant,25-29,m,30
orchard,boulevard,25-29,m,10
orchard,somerset,25-29,m,10
orchard,tanglin,25-29,m,10
outram,china square,25-29,m,50
outram,chinatown,25-29,m,240
outram,pearl's hill,25-29,m,240
outram,people's park,25-29,m,20
pasir ris,flora drive,25-29,m,390
pasir ris,loyang east,25-29,m,80
pasir ris,pasir ris central,25-29,m,960
pasir ris,pasir ris drive,25-29,m,2140
pasir ris,pasir ris park,25-29,m,80
pasir ris,pasir ris west,25-29,m,970
punggol,matilda,25-29,m,790
punggol,northshore,25-29,m,10
punggol,punggol field,25-29,m,1020
punggol,punggol town centre,25-29,m,180
punggol,waterway east,25-29,m,700
queenstown,commonwealth,25-29,m,290
queenstown,dover,25-29,m,370
queenstown,ghim moh,25-29,m,320
queenstown,holland drive,25-29,m,400
queenstown,kent ridge,25-29,m,40
queenstown,margaret drive,25-29,m,290
queenstown,mei chin,25-29,m,480
queenstown,national university of s'pore,25-29,m,10
queenstown,one north,25-29,m,10
queenstown,pasir panjang 1,25-29,m,140
queenstown,pasir panjang 2,25-29,m,120
queenstown,port,25-29,m,10
queenstown,queensway,25-29,m,10
queenstown,tanglin halt,25-29,m,350
river valley,institution hill,25-29,m,90
river valley,leonie hill,25-29,m,60
river valley,one tree hill,25-29,m,40
river valley,oxley,25-29,m,40
rochor,bencoolen,25-29,m,40
rochor,farrer park,25-29,m,90
rochor,kampong glam,25-29,m,10
rochor,little india,25-29,m,120
rochor,mount emily,25-29,m,20
rochor,selegie,25-29,m,10
rochor,sungei road,25-29,m,80
rochor,victoria,25-29,m,70
sembawang,admiralty,25-29,m,440
sembawang,sembawang central,25-29,m,1080
sembawang,sembawang north,25-29,m,820
sembawang,sembawang springs,25-29,m,120
sembawang,sembawang straits,25-29,m,60
sengkang,anchorvale,25-29,m,1290
sengkang,compassvale,25-29,m,490
sengkang,fernvale,25-29,m,1090
sengkang,rivervale,25-29,m,1990
sengkang,sengkang town centre,25-29,m,1600
serangoon,lorong chuan,25-29,m,270
serangoon,seletar hills,25-29,m,500
serangoon,serangoon central,25-29,m,1090
serangoon,serangoon garden,25-29,m,1450
serangoon,serangoon north,25-29,m,590
serangoon,upper paya lebar,25-29,m,650
singapore river,robertson quay,25-29,m,30
southern islands,sentosa,25-29,m,30
sungei kadut,turf club,25-29,m,30
tampines,simei,25-29,m,1490
tampines,tampines east,25-29,m,5510
tampines,tampines west,25-29,m,3230
tampines,xilin,25-29,m,80
tanglin,chatsworth,25-29,m,110
tanglin,nassim,25-29,m,160
tanglin,ridout,25-29,m,30
tanglin,tyersall,25-29,m,80
toa payoh,boon teck,25-29,m,440
toa payoh,braddell,25-29,m,330
toa payoh,joo seng,25-29,m,230
toa payoh,kim keat,25-29,m,310
toa payoh,lorong 8 toa payoh,25-29,m,260
toa payoh,pei chun,25-29,m,300
toa payoh,potong pasir,25-29,m,440
toa payoh,sennett,25-29,m,150
toa payoh,toa payoh central,25-29,m,770
toa payoh,toa payoh west,25-29,m,360
toa payoh,woodleigh,25-29,m,60
western water catchment,western water catchment,25-29,m,30
woodlands,midview,25-29,m,1260
woodlands,north coast,25-29,m,560
woodlands,woodgrove,25-29,m,1360
woodlands,woodlands east,25-29,m,3290
woodlands,woodlands south,25-29,m,1210
woodlands,woodlands west,25-29,m,1320
yishun,khatib,25-29,m,450
yishun,lower seletar,25-29,m,140
yishun,nee soon,25-29,m,30
yishun,northland,25-29,m,1260
yishun,springleaf,25-29,m,170
yishun,yishun central,25-29,m,60
yishun,yishun east,25-29,m,2230
yishun,yishun south,25-29,m,1700
yishun,yishun west,25-29,m,2320
ang mo kio,ang mo kio town centre,30-34,m,160
ang mo kio,cheng san,30-34,m,1120
ang mo kio,chong boon,30-34,m,970
ang mo kio,kebun bahru,30-34,m,780
ang mo kio,sembawang hills,30-34,m,140
ang mo kio,shangri-la,30-34,m,630
ang mo kio,tagore,30-34,m,180
ang mo kio,townsville,30-34,m,790
ang mo kio,yio chu kang east,30-34,m,110
ang mo kio,yio chu kang west,30-34,m,910
bedok,bayshore,30-34,m,200
bedok,bedok north,30-34,m,2800
bedok,bedok reservoir,30-34,m,890
bedok,bedok south,30-34,m,1570
bedok,frankel,30-34,m,880
bedok,kaki bukit,30-34,m,1370
bedok,kembangan,30-34,m,1330
bedok,siglap,30-34,m,160
bishan,bishan east,30-34,m,970
bishan,marymount,30-34,m,920
bishan,upper thomson,30-34,m,800
bukit batok,bukit batok central,30-34,m,890
bukit batok,bukit batok east,30-34,m,540
bukit batok,bukit batok south,30-34,m,490
bukit batok,bukit batok west,30-34,m,520
bukit batok,gombak,30-34,m,380
bukit batok,guilin,30-34,m,440
bukit batok,hillview,30-34,m,390
bukit batok,hong kah north,30-34,m,1000
bukit merah,alexandra hill,30-34,m,490
bukit merah,alexandra north,30-34,m,40
bukit merah,bukit ho swee,30-34,m,610
bukit merah,bukit merah,30-34,m,40
bukit merah,depot road,30-34,m,170
